region,country,site,latitude_site,longitude_site,option,year,practice_type,subtype,description,adopted_cases,gender,n,n_site,percentage
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Improved varieties,"Pest/disease tolerant + biofortification (potato,beans)","Biofortification is the process by which the nutritional quality of food crops is improved through agronomic practices, conventional plant breeding, or modern biotechnology. By using this CSA practice, farmers reduce the risks associated with crop failure, combat malnutrition and improve food security.",Heard about it,Female,47,389,12.1
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Improved varieties,"Pest/disease tolerant + biofortification (potato,beans)","Biofortification is the process by which the nutritional quality of food crops is improved through agronomic practices, conventional plant breeding, or modern biotechnology. By using this CSA practice, farmers reduce the risks associated with crop failure, combat malnutrition and improve food security.",Heard about it,Male,47,398,11.8
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Improved varieties,"Pest/disease tolerant + biofortification (potato,beans)","Biofortification is the process by which the nutritional quality of food crops is improved through agronomic practices, conventional plant breeding, or modern biotechnology. By using this CSA practice, farmers reduce the risks associated with crop failure, combat malnutrition and improve food security.",Implemented,Female,124,389,31.9
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Improved varieties,"Pest/disease tolerant + biofortification (potato,beans)","Biofortification is the process by which the nutritional quality of food crops is improved through agronomic practices, conventional plant breeding, or modern biotechnology. By using this CSA practice, farmers reduce the risks associated with crop failure, combat malnutrition and improve food security.",Implemented,Male,118,398,29.6
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Improved varieties,"Pest/disease tolerant + biofortification (potato,beans)","Biofortification is the process by which the nutritional quality of food crops is improved through agronomic practices, conventional plant breeding, or modern biotechnology. By using this CSA practice, farmers reduce the risks associated with crop failure, combat malnutrition and improve food security.",Know about it,Female,18,389,4.6
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Improved varieties,"Pest/disease tolerant + biofortification (potato,beans)","Biofortification is the process by which the nutritional quality of food crops is improved through agronomic practices, conventional plant breeding, or modern biotechnology. By using this CSA practice, farmers reduce the risks associated with crop failure, combat malnutrition and improve food security.",Know about it,Male,27,398,6.8
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Improved varieties,"Pest/disease tolerant + biofortification (potato,beans)","Biofortification is the process by which the nutritional quality of food crops is improved through agronomic practices, conventional plant breeding, or modern biotechnology. By using this CSA practice, farmers reduce the risks associated with crop failure, combat malnutrition and improve food security.",Never heard about it,Female,14,389,3.6
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Improved varieties,"Pest/disease tolerant + biofortification (potato,beans)","Biofortification is the process by which the nutritional quality of food crops is improved through agronomic practices, conventional plant breeding, or modern biotechnology. By using this CSA practice, farmers reduce the risks associated with crop failure, combat malnutrition and improve food security.",Never heard about it,Male,6,398,1.5
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Improved varieties,"Pest/disease tolerant + biofortification (potato,beans)","Biofortification is the process by which the nutritional quality of food crops is improved through agronomic practices, conventional plant breeding, or modern biotechnology. By using this CSA practice, farmers reduce the risks associated with crop failure, combat malnutrition and improve food security.",Stopped implementing,Female,20,389,5.1
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Improved varieties,"Pest/disease tolerant + biofortification (potato,beans)","Biofortification is the process by which the nutritional quality of food crops is improved through agronomic practices, conventional plant breeding, or modern biotechnology. By using this CSA practice, farmers reduce the risks associated with crop failure, combat malnutrition and improve food security.",Stopped implementing,Male,21,398,5.3
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Intercropping + improved varieties,"Intercropping + improved varieties (maize, beans)","Intercropping is a multiple cropping practice involving growing two or more crops in proximity. This CSA practice prevents soil depletion, increases soil fertility, reduces soil erosion and the need for fertilizers. In addition, it gives higher income per unit area than sole cropping.",Heard about it,Female,33,389,8.5
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Intercropping + improved varieties,"Intercropping + improved varieties (maize, beans)","Intercropping is a multiple cropping practice involving growing two or more crops in proximity. This CSA practice prevents soil depletion, increases soil fertility, reduces soil erosion and the need for fertilizers. In addition, it gives higher income per unit area than sole cropping.",Heard about it,Male,29,398,7.3
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Intercropping + improved varieties,"Intercropping + improved varieties (maize, beans)","Intercropping is a multiple cropping practice involving growing two or more crops in proximity. This CSA practice prevents soil depletion, increases soil fertility, reduces soil erosion and the need for fertilizers. In addition, it gives higher income per unit area than sole cropping.",Implemented,Female,77,389,19.8
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Intercropping + improved varieties,"Intercropping + improved varieties (maize, beans)","Intercropping is a multiple cropping practice involving growing two or more crops in proximity. This CSA practice prevents soil depletion, increases soil fertility, reduces soil erosion and the need for fertilizers. In addition, it gives higher income per unit area than sole cropping.",Implemented,Male,54,398,13.6
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Intercropping + improved varieties,"Intercropping + improved varieties (maize, beans)","Intercropping is a multiple cropping practice involving growing two or more crops in proximity. This CSA practice prevents soil depletion, increases soil fertility, reduces soil erosion and the need for fertilizers. In addition, it gives higher income per unit area than sole cropping.",Know about it,Female,42,389,10.8
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Intercropping + improved varieties,"Intercropping + improved varieties (maize, beans)","Intercropping is a multiple cropping practice involving growing two or more crops in proximity. This CSA practice prevents soil depletion, increases soil fertility, reduces soil erosion and the need for fertilizers. In addition, it gives higher income per unit area than sole cropping.",Know about it,Male,53,398,13.3
East Africa,Uganda,Hoima,1.4778571428571428,31.472142857142856,Practices,2018,Intercropping + improved varieties,"Intercropping + improved varieties (maize, beans)","Intercropping is a multiple cropping practice involving growing two or more crops in proximity. This CSA practice prevents soil depletion, increases soil fertility, reduces soil erosion and the need for fertilizers. In addition, it gives higher income per unit area than sole cropping.",Never heard about it,Female,48,389,12.3
