year,site,outcome_category,practice_type,indicator,gender,n,n_site,percentage,option
2018,Cauca,Productivity and Income,Organic fertilizer,CSA option decreased production,Male,4,117,3.4,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,CSA option had no effect on production,Female,4,104,3.8,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,CSA option had no effect on production,Male,5,117,4.3,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Increased production,Female,26,104,25,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Increased production,Male,20,117,17.1,Practices
2018,Cauca,Productivity and Income,Water harvesting,Additional CSA income option used for agricultural assets/services,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Water harvesting,Additional CSA income option used for agricultural assets/services,Male,2,117,1.7,Practices
2018,Cauca,Productivity and Income,Water harvesting,Additional CSA income option used for food,Female,21,104,20.2,Practices
2018,Cauca,Productivity and Income,Water harvesting,Additional CSA income option used for food,Male,23,117,19.7,Practices
2018,Cauca,Productivity and Income,Water harvesting,Additional CSA income used for non agricultural assets/services,Female,3,104,2.9,Practices
2018,Cauca,Productivity and Income,Water harvesting,Additional CSA income used for non agricultural assets/services,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Water harvesting,Additional income,Female,25,104,24,Practices
2018,Cauca,Productivity and Income,Water harvesting,Additional income,Male,25,117,21.4,Practices
2018,Cauca,Productivity and Income,Water harvesting,Can't say about CSA effect on production because it was new,Female,2,104,1.9,Practices
2018,Cauca,Productivity and Income,Water harvesting,Can't say about CSA effect on production because it was new,Male,2,117,1.7,Practices
2018,Cauca,Productivity and Income,Water harvesting,CSA option decreased production,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Water harvesting,CSA option decreased production,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Water harvesting,CSA option had no effect on production,Female,9,104,8.7,Practices
2018,Cauca,Productivity and Income,Water harvesting,CSA option had no effect on production,Male,10,117,8.5,Practices
2018,Cauca,Productivity and Income,Water harvesting,Increased production,Female,25,104,24,Practices
2018,Cauca,Productivity and Income,Water harvesting,Increased production,Male,22,117,18.8,Practices
2018,El Tuma-La Dalia,Climate shocks,Agroforestry,Reduced climate vulner.,Female,15,103,14.6,Practices
2018,El Tuma-La Dalia,Climate shocks,Agroforestry,Reduced climate vulner.,Male,30,112,26.8,Practices
2018,El Tuma-La Dalia,Climate shocks,Crop residue incorporation,Reduced climate vulner.,Female,49,103,47.6,Practices
2018,El Tuma-La Dalia,Climate shocks,Crop residue incorporation,Reduced climate vulner.,Male,75,112,67,Practices
2018,El Tuma-La Dalia,Climate shocks,Garden diversification,Reduced climate vulner.,Female,34,103,33,Practices
2018,El Tuma-La Dalia,Climate shocks,Garden diversification,Reduced climate vulner.,Male,29,112,25.9,Practices
2018,El Tuma-La Dalia,Climate shocks,Improved varieties,Reduced climate vulner.,Female,26,103,25.2,Practices
2018,El Tuma-La Dalia,Climate shocks,Improved varieties,Reduced climate vulner.,Male,38,112,33.9,Practices
2018,El Tuma-La Dalia,Climate shocks,Pest/disease management,Reduced climate vulner.,Female,14,103,13.6,Practices
2018,El Tuma-La Dalia,Climate shocks,Pest/disease management,Reduced climate vulner.,Male,15,112,13.4,Practices
2018,El Tuma-La Dalia,Climate shocks,Water protection on-farm,Reduced climate vulner.,Female,26,103,25.2,Practices
2018,El Tuma-La Dalia,Climate shocks,Water protection on-farm,Reduced climate vulner.,Male,38,112,33.9,Practices
2018,El Tuma-La Dalia,Food security,Agroforestry,Improved food access,Female,14,103,13.6,Practices
2018,El Tuma-La Dalia,Food security,Agroforestry,Improved food access,Male,21,112,18.8,Practices
2018,El Tuma-La Dalia,Food security,Agroforestry,Improved food diversity,Female,13,103,12.6,Practices
2018,El Tuma-La Dalia,Food security,Agroforestry,Improved food diversity,Male,24,112,21.4,Practices
2018,El Tuma-La Dalia,Food security,Crop residue incorporation,Improved food access,Female,30,103,29.1,Practices
2018,El Tuma-La Dalia,Food security,Crop residue incorporation,Improved food access,Male,47,112,42,Practices
2018,El Tuma-La Dalia,Food security,Crop residue incorporation,Improved food diversity,Female,44,103,42.7,Practices
2018,El Tuma-La Dalia,Food security,Crop residue incorporation,Improved food diversity,Male,66,112,58.9,Practices
2018,El Tuma-La Dalia,Food security,Garden diversification,Improved food access,Female,42,103,40.8,Practices
2018,El Tuma-La Dalia,Food security,Garden diversification,Improved food access,Male,29,112,25.9,Practices
2018,El Tuma-La Dalia,Food security,Garden diversification,Improved food diversity,Female,49,103,47.6,Practices
2018,El Tuma-La Dalia,Food security,Garden diversification,Improved food diversity,Male,35,112,31.2,Practices
2018,El Tuma-La Dalia,Food security,Improved varieties,Improved food access,Female,19,103,18.4,Practices
2018,El Tuma-La Dalia,Food security,Improved varieties,Improved food access,Male,26,112,23.2,Practices
2018,El Tuma-La Dalia,Food security,Improved varieties,Improved food diversity,Female,26,103,25.2,Practices
2018,El Tuma-La Dalia,Food security,Improved varieties,Improved food diversity,Male,39,112,34.8,Practices
2018,El Tuma-La Dalia,Food security,Pest/disease management,Improved food access,Female,11,103,10.7,Practices
2018,El Tuma-La Dalia,Food security,Pest/disease management,Improved food access,Male,15,112,13.4,Practices
2018,El Tuma-La Dalia,Food security,Pest/disease management,Improved food diversity,Female,16,103,15.5,Practices
2018,El Tuma-La Dalia,Food security,Pest/disease management,Improved food diversity,Male,20,112,17.9,Practices
2018,El Tuma-La Dalia,Food security,Water protection on-farm,Improved food access,Female,8,103,7.8,Practices
2018,El Tuma-La Dalia,Food security,Water protection on-farm,Improved food access,Male,14,112,12.5,Practices
2018,El Tuma-La Dalia,Food security,Water protection on-farm,Improved food diversity,Female,16,103,15.5,Practices
2018,El Tuma-La Dalia,Food security,Water protection on-farm,Improved food diversity,Male,18,112,16.1,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Contributed equally to implement the CSA option,Female,24,103,23.3,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Contributed equally to implement the CSA option,Male,10,112,8.9,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Decided alone to implement the CSA option,Female,5,103,4.9,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Decided alone to implement the CSA option,Male,21,112,18.8,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Decision making on CSA dis-adoption,Female,3,103,2.9,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Decision making on CSA dis-adoption,Male,5,112,4.5,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Decreased labour time,Female,7,103,6.8,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Decreased labour time,Male,6,112,5.4,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Did most of the work to implement the CSA option,Female,3,103,2.9,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Did most of the work to implement the CSA option,Male,31,112,27.7,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Did no change agricultural labour time,Female,6,103,5.8,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Did no change agricultural labour time,Male,15,112,13.4,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Didn't participate in the decision to implement the CSA option,Female,10,103,9.7,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Helped to implement the CSA option,Female,18,103,17.5,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Increased labour time,Female,14,103,13.6,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Increased labour time,Male,20,112,17.9,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Joint decision to implement the CSA option,Female,30,103,29.1,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Joint decision to implement the CSA option,Male,20,112,17.9,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Participated on CSA-income use,Female,11,103,10.7,Practices
2018,El Tuma-La Dalia,Gender indicators,Agroforestry,Participated on CSA-income use,Male,26,112,23.2,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Contributed equally to implement the CSA option,Female,58,103,56.3,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Contributed equally to implement the CSA option,Male,33,112,29.5,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Decided alone to implement the CSA option,Female,9,103,8.7,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Decided alone to implement the CSA option,Male,44,112,39.3,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Decision making on CSA dis-adoption,Female,10,103,9.7,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Decision making on CSA dis-adoption,Male,12,112,10.7,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Decreased labour time,Female,16,103,15.5,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Decreased labour time,Male,11,112,9.8,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Did most of the work to implement the CSA option,Female,10,103,9.7,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Did most of the work to implement the CSA option,Male,60,112,53.6,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Did no change agricultural labour time,Female,34,103,33,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Did no change agricultural labour time,Male,41,112,36.6,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Didn't participate in the decision to implement the CSA option,Female,19,103,18.4,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Didn't participate in the decision to implement the CSA option,Male,3,112,2.7,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Helped to implement the CSA option,Female,32,103,31.1,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Helped to implement the CSA option,Male,2,112,1.8,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Increased labour time,Female,18,103,17.5,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Increased labour time,Male,41,112,36.6,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Joint decision to implement the CSA option,Female,72,103,69.9,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Joint decision to implement the CSA option,Male,48,112,42.9,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Participated on CSA-income use,Female,30,103,29.1,Practices
2018,El Tuma-La Dalia,Gender indicators,Crop residue incorporation,Participated on CSA-income use,Male,50,112,44.6,Practices
2018,El Tuma-La Dalia,Gender indicators,Garden diversification,Contributed equally to implement the CSA option,Female,34,103,33,Practices
2018,El Tuma-La Dalia,Gender indicators,Garden diversification,Contributed equally to implement the CSA option,Male,9,112,8,Practices
2018,El Tuma-La Dalia,Gender indicators,Garden diversification,Decided alone to implement the CSA option,Female,13,103,12.6,Practices
2018,El Tuma-La Dalia,Gender indicators,Garden diversification,Decided alone to implement the CSA option,Male,13,112,11.6,Practices
2018,El Tuma-La Dalia,Gender indicators,Garden diversification,Decision making on CSA dis-adoption,Female,10,103,9.7,Practices
2018,El Tuma-La Dalia,Gender indicators,Garden diversification,Decision making on CSA dis-adoption,Male,10,112,8.9,Practices
